id,class_of,schoool,major,degree_level,grad_term,outcome,employer,position_country,position_city,position_state,salary,cont_edu,cont_edu_field,cont_edu_degree
2114,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Withum,USA,Montville,NJ,,,,
2115,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Wipro Technologies,,,,74200.00,,,
2116,2022,Newark College of Engineering,Computer Engineering,Bachelor,5/17/2022,Full-Time,Wipro Technologies,,,,62400.00,,,
2117,2022,Newark College of Engineering,Construction Engineering Technology,Bachelor,12/31/2021,Full-Time,Winter Construction,USA,Chamblee,GA,50000.00,,,
2118,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Full-Time,Wind Turbine & Energy Cables (WTEC),,,,55000.00,,,
2119,2022,Martin Tuchman School of Management,MBA,Master,5/17/2022,Full-Time,Willdan,USA,Newark,NJ,65000.00,,Management/Finance/Accounting,M.B.A.
2120,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Wiley Edge,USA,Parsippany,NJ,,,,
2121,2022,Newark College of Engineering,Construction Engineering Technology,Bachelor,5/17/2022,Full-Time,Whiting-Turner,,,,75000.00,,,
2122,2022,Newark College of Engineering,Electrical Engineering,Bachelor,12/31/2021,Internship,Whippany Actuation Systems,,,,,,,
2123,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,12/31/2021,Full-Time,Whippany Actuation Systems,USA,Whippany,NJ,62400.00,,,
2124,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,What If Media Group,,,,87900.00,,,
2125,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Full-Time,Westlock Controls,USA,Bloomfield,NJ,,,,
2126,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,12/31/2021,Full-Time,Werbel Microwave LLC,USA,Denville,NJ,,,,
2127,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Wells Fargo,,,,,,,
2128,2022,Ying Wu College of Computing,Software Engineering,Master,5/17/2022,Full-Time,Wells Fargo,USA,Jersey City,NJ,115000.00,,Computing,Master's
2129,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Wells Fargo,USA,Newark,NJ,,,,
2130,2022,Newark College of Engineering,Chemical Engineering,Bachelor,5/17/2022,Full-Time,Weiss-Aug Group,USA,New York City Metropolitan Area,,,,,
2131,2022,College of Science and Liberal Arts,Chemistry,Master,5/17/2022,Full-Time,Weill Cornell Medical College,,,,70000.00,,,
2132,2022,Newark College of Engineering,Civil Engineering,Master,5/17/2022,Full-Time,"Weeks Marine, Inc.",USA,South River,NJ,,,,
2133,2022,Newark College of Engineering,Chemical Engineering,Bachelor,12/31/2021,Full-Time,"Watermark Risk Management International, LLC",USA,Howell Township,NJ,,,,
2134,2022,Hillier College of Architecture and Design,Urban Design,Master,5/17/2022,Full-Time,Ware Malcomb,,,,,,,
2135,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Full-Time,Wang Technology LLC,USA,Kearny,NJ,,,,
2136,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,12/31/2021,Full-Time,"Walter T. Gorman, P.E., P.C.",USA,Jersey City,NJ,,,,
2137,2022,Ying Wu College of Computing,Data Science - Computational Track,Master,5/17/2022,Full-Time,Walmart,USA,Sunnyvale,CA,,,,
2138,2022,Ying Wu College of Computing,Human-Computer Interaction,Bachelor,5/17/2022,Full-Time,Walmart,,,,,,,
2139,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Walmart,,,,41600.00,,,
2140,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,Walmart,,,,72800.00,,,
2141,2022,Ying Wu College of Computing,Business and Information Systems,Master,12/31/2021,Full-Time,Walmart,USA,United States,,,,,
2142,2022,Martin Tuchman School of Management,MBA,Master,5/17/2022,Full-Time,Wakefern Food Corp.,USA,Various Locations,,140000.00,The Chicago School of Professional Psychology,Management/Finance/Accounting,"Doctoral Degree (Ph.D., Ed.D,)"
2143,2022,Ying Wu College of Computing,Web and Information Systems,Bachelor,5/17/2022,Full-Time,Wakefern Food Corp.,USA,New York City Metropolitan Area,NY,,,,
2144,2022,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,5/17/2022,Full-Time,W.M. Steinen Manufacturing Co.,USA,Wharton,NJ,,,,
2145,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,VR Rehab / Fused Realities,USA,Morristown,NJ,,,,
2146,2022,Newark College of Engineering,Electrical Engineering,Master,8/31/2021,Full-Time,Voyant Photonics,USA,Monmouth Junction,NJ,,,,
2147,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Voyant Beauty,USA,Marlboro,NJ,,,,
2148,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Volvo Cars,USA,Palisades Park,NJ,,,,
2149,2022,Martin Tuchman School of Management,Business,Bachelor,5/17/2022,Full-Time,VNow,USA,Newark,NJ,,New Jersey Institute of Technology,,
2150,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,"VMware, Inc.",,,NJ,125000.00,,,
2151,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,Vizinex RFID,USA,New York City Metropolitan Area,NY,,,,
2152,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,"Visual Intelligence, LLC.",USA,Asbury Park,NJ,,,,
2153,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,12/31/2021,Full-Time,Visual Alchemy LLC,USA,Cedar Grove,NJ,,,,
2154,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Internship,Visionrace LLC,,,,,,,
2155,2022,Newark College of Engineering,Electrical Engineering,Master,5/17/2022,Full-Time,Vision Research,,,,75000.00,,,
2156,2022,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,8/31/2021,Full-Time,Vision Industries Group,USA,Kendall Park,NJ,,,,
2157,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Full-Time,Visa,USA,Edison,NJ,,,,
2158,2022,Ying Wu College of Computing,Computer Science,Master,12/31/2021,Internship,"Viocare, Inc.",,,,,,,
2159,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Internship,"Viocare, Inc.",,,,,,,
2160,2022,Ying Wu College of Computing,Information Technology,Bachelor,8/31/2021,Full-Time,Village Of Ridgewood,USA,Mahwah,,,,,
2161,2022,Newark College of Engineering,Chemical Engineering,Bachelor,5/17/2022,Full-Time,Viking Yacht Company,USA,West Tuckerton,NJ,,,,
2162,2022,Newark College of Engineering,Civil Engineering,Master,12/31/2021,Full-Time,Vhb,,,,75000.00,,,Master's
2163,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,"Vertican Technologies, Inc.",USA,Jersey City,NJ,,,,
2164,2022,Martin Tuchman School of Management,MBA,Master,12/31/2021,Full-Time,Vertellus,USA,Succasunna,NJ,,,,
2165,2022,Newark College of Engineering,Computer Engineering,Bachelor,5/17/2022,Full-Time,Verizon,,,,76000.00,,,
2166,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Verizon,,,,72000.00,,,
2167,2022,Newark College of Engineering,Electrical Engineering,Bachelor,5/17/2022,Full-Time,Verizon,USA,Newark,NJ,75000.00,New Jersey Institute of Technology,Computing,Master's
2168,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Verizon,,,,76000.00,,,
2169,2022,Newark College of Engineering,Computer Technology,Bachelor,12/31/2021,Full-Time,Verizon,USA,Newark,NJ,115000.00,New Jersey Institute of Technology,Computing,Master's
2170,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,12/31/2021,Full-Time,Verizon,,,NY,,,,
2171,2022,Ying Wu College of Computing,IT Administration & Security,Master,5/17/2022,Full-Time,Verizon,USA,Piscataway,NJ,,,,
2172,2022,Newark College of Engineering,Computer Engineering,Bachelor,5/17/2022,Full-Time,Verizon,,,,,,,
2173,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Verizon,USA,Edison,NJ,,,,
2174,2022,Ying Wu College of Computing,Information Technology,Bachelor,5/17/2022,Full-Time,Verizon,,,,76000.00,,,
2175,2022,College of Science and Liberal Arts,Mathematical,Bachelor,5/17/2022,Full-Time,Verisk,USA,Jersey City,NJ,66000.00,,,
2176,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Verisk,,,,67500.00,,,
2177,2022,Ying Wu College of Computing,Computer Science,Bachelor,8/31/2021,Full-Time,Veeva Systems,USA,New York City Metropolitan Area,NY,,,,
2178,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Full-Time,Veeco,,,,68000.00,,,
2179,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,5/17/2022,Continuing Education,Veeco,USA,Newark,NJ,,New Jersey Institute of Technology,,
2180,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Full-Time,"V-COMM, LLC",USA,Berkeley Heights,,,,,
2181,2022,Ying Wu College of Computing,Computer Science,Master,8/31/2021,Full-Time,Vastitude Media US Corp.,USA,Piscataway,NJ,,,,
2182,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,Vanguard,USA,Malvern,PA,82000.00,,,
2183,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,Vanguard,,,,80000.00,,,
2184,2022,Newark College of Engineering,Surveying Engineering Technology,Bachelor,5/17/2022,Full-Time,Van Note-Harvey Associates,USA,Princeton,NJ,65000.00,,,
2185,2022,Newark College of Engineering,Civil Engineering,Bachelor,12/31/2021,Full-Time,Van Note-Harvey Associates,USA,East Brunswick,NJ,,,,
2186,2022,Newark College of Engineering,Civil Engineering,Bachelor,12/31/2021,Full-Time,Van Note-Harvey Associates,USA,North Brunswick,NJ,,,,
2187,2022,Newark College of Engineering,Surveying Engineering Technology,Bachelor,5/17/2022,Full-Time,Van Cleef Engineering Associates,USA,Phillipsburg,NJ,55600.00,,,
2188,2022,Martin Tuchman School of Management,Business,Bachelor,5/17/2022,Full-Time,ValueMomentum,,,,70000.00,,,
2189,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Continuing Education,ValueMomentum,USA,Champaign,IL,,University of Illinois Urbana-Champaign,Computing,Master's
2190,2022,Newark College of Engineering,Mechanical Engineering,Master,8/31/2021,Full-Time,Valcor Engineering,,,State,68000.00,,,
2191,2022,Newark College of Engineering,Mechanical Engineering Technology,Bachelor,5/17/2022,Full-Time,Valcor Engineering,,,,,,,
2192,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,Valcor Engineering,USA,New York City Metropolitan Area,,,,,
2193,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,Valcor Engineering,,,NY,73720.00,,,
2194,2022,Newark College of Engineering,Manufacturing Systems Engineering,Master,5/17/2022,Full-Time,Valcor Engineering,USA,New York City Metropolitan Area,NY,,,,
2195,2022,Newark College of Engineering,Computer Engineering,Bachelor,8/31/2021,Full-Time,V.I.V. Contracting Corp.,USA,New York City Metropolitan Area,NY,,,,
2196,2022,Newark College of Engineering,Computer Engineering,Master,5/17/2022,Full-Time,V Group Inc.,USA,New York City Metropolitan Area,,,,,
2197,2022,Martin Tuchman School of Management,Business,Bachelor,8/31/2021,Full-Time,USI Insurance Services,USA,Highland Park,NY,,,,
2198,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Continuing Education,USC Annenberg School for Communication and Journalism,USA,Los Angeles,NJ,,University of Southern California,Engineering,Master's
2199,2022,Newark College of Engineering,Civil Engineering,Master,8/31/2021,Full-Time,USAF Civil Engineer,USA,Springfield,NJ,,,,
2200,2022,Newark College of Engineering,Civil Engineering,Master,8/31/2021,Full-Time,US Navy,,,,110000.00,,,
2201,2022,Newark College of Engineering,Construction Engineering Technology,Bachelor,12/31/2021,Full-Time,US Army Corps of Engineers,USA,Carteret,NJ,,,,
2202,2022,Newark College of Engineering,Mechanical Engineering,Bachelor,8/31/2021,Full-Time,US Army Corps of Engineers,USA,Roselle Park,NJ,,,,
2203,2022,Martin Tuchman School of Management,Business,Bachelor,12/31/2021,Full-Time,Upwork,USA,Ventnor City,NJ,,,,
2204,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Full-Time,Upstart Product Development,USA,United States,,,,,
2205,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Full-Time,Upstart Product Development,USA,Pompton Lakes,NJ,,,,
2206,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,12/31/2021,Internship,UPS,,,,,,,
2207,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,5/17/2022,Full-Time,UPS,USA,Bound Brook,NJ,55000.00,,,Master's
2208,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,5/17/2022,Full-Time,UPS,,,,76980.80,,,
2209,2022,Ying Wu College of Computing,Business and Information Systems,Bachelor,5/17/2022,Full-Time,UPS,,,,,,,
2210,2022,Ying Wu College of Computing,Computer Science,Bachelor,12/31/2021,Internship,UPS,,,,,,,
2211,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,UPS,,,,70000.00,,,
2212,2022,Newark College of Engineering,Computer Engineering,Bachelor,12/31/2021,Internship,UPS,,,,,,,
2213,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Internship,UPS,,,,,,,
2214,2022,Ying Wu College of Computing,Computer Science,Bachelor,8/31/2021,Internship,UPS,,,,,,,
2215,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,UPS,USA,Woodbridge,NJ,,,,
2216,2022,Martin Tuchman School of Management,Business,Bachelor,5/17/2022,Continuing Education,Uprite Medical,USA,Newark,NJ,,New Jersey Institute of Technology,Management/Finance/Accounting,Master's
2217,2022,Ying Wu College of Computing,Computer Science,Bachelor,5/17/2022,Full-Time,UpperLevel CRM,,,,,,,
2218,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Full-Time,University of Pittsburgh Swanson School of Engineering,USA,Pittsburgh,PA,,,,
2219,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Full-Time,University of Pennsylvania Perelman School of Medicine,,,,39500.00,,,
2220,2022,College of Science and Liberal Arts,Mathematical,Doctorate,8/31/2021,Full-Time,University of Oxford,USA,Kearny,NY,,,,
2221,2022,College of Science and Liberal Arts,Materials Science and Engineering,Doctorate,5/17/2022,Full-Time,University of Michigan,USA,Ann Arbor,MI,,,,
2222,2022,Newark College of Engineering,Biomedical Engineering,Bachelor,5/17/2022,Internship,University of Maryland,,,,,,,
2223,2022,College of Science and Liberal Arts,Environmental Science,Doctorate,5/17/2022,Full-Time,University of California,USA,Davis,CA,57500.00,,,
2224,2022,College of Science and Liberal Arts,Mathematical,Doctorate,12/31/2021,Full-Time,University of California,,,,65000.00,,,
2225,2022,Martin Tuchman School of Management,Management,Master,12/31/2021,Full-Time,University Hospital,USA,New York City Metropolitan Area,NY,,,,
2226,2022,Ying Wu College of Computing,Computer Science,Master,5/17/2022,Full-Time,UnitedHealth Group,USA,New York City Metropolitan Area,NY,,,,
2227,2022,Newark College of Engineering,Industrial Engineering,Bachelor,5/17/2022,Full-Time,United States Postal Service,USA,Mableton,GA,,,,
2228,2022,Newark College of Engineering,Mechanical Engineering,Master,12/31/2021,Full-Time,United States Department of Defense,USA,Dover,NJ,,,,
2229,2022,Newark College of Engineering,Electrical Engineering,Bachelor,12/31/2021,Full-Time,United States Army CCDC Armaments Center,USA,Picatinny Arsenal,NJ,85000.00,,,Master's
2230,2022,Ying Wu College of Computing,Cyber Security and Privacy,Master,5/17/2022,Internship,United Parcel Service General Services Co.,,,NY,,,,
2231,2022,Newark College of Engineering,Computer Engineering,Master,5/17/2022,Internship,United Parcel Service General Services Co,,,,,,,
2232,2022,Ying Wu College of Computing,Information Technology,Bachelor,8/31/2021,Internship,United Parcel Service General Services Co,,,,,,,
2233,2022,Newark College of Engineering,Engineering Management,Master,12/31/2021,Full-Time,United Fire Systems,USA,New York City Metropolitan Area,NY,,,,
2234,2022,Newark College of Engineering,Computer Engineering,Master,8/31/2021,Full-Time,Union County College,USA,Fair Lawn,NJ,,,,
2235,2022,Newark College of Engineering,Industrial Engineering,Bachelor,12/31/2021,Full-Time,Unilever,USA,New York City Metropolitan Area,NY,,,,
2236,2022,College of Science and Liberal Arts,Biology,Bachelor,5/17/2022,Full-Time,Unibail-Rodamco-Westfield,USA,New York City Metropolitan Area,NY,,,,
2237,2022,Newark College of Engineering,Industrial Engineering,Master,8/31/2021,Full-Time,Unette Corporation,USA,New York City Metropolitan Area,NY,,,,
2238,2022,Ying Wu College of Computing,Human-Computer Interaction,Bachelor,5/17/2022,Full-Time,under NDA,,,,90000.00,,,
2239,2022,Newark College of Engineering,Electrical Engineering,Bachelor,12/31/2021,Full-Time,UL LLC,,,,70000.00,,,
2240,2022,Newark College of Engineering,Electrical and Computer Engineering Technology,Bachelor,12/31/2021,Full-Time,Uhaul Moving and Storage,USA,East Orange,NY,,,,
2241,2022,Ying Wu College of Computing,Information Technology,Bachelor,12/31/2021,Full-Time,UDT,USA,Union City,NJ,,,,
